"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3313831.3376626","between",0.296491406016826,0.262370198570872,0.145984298435822,0.158533233098038,6,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376626","within",0.558635358783778,0.563914887194867,0.066255595045091,0.086255226758201,3,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376645","within",0.467444113466443,0.458257569495584,0.0851116982462295,0.105204161625441,3,264,264,264,264,"not relevant","all","all","all"
"10.1145/3313831.3376646","between",0.359668729007273,0.316227766016838,0.176469385785286,0.024059285896564,7,80,80,80,80,"not relevant","all","all","all"
"10.1145/3313831.3376651","within",0.54,0.54,NA,0,1,212,212,212,212,"not relevant","all","all","all"
"10.1145/3313831.3376654","within",0.284599981568812,0.255941617080793,0.134637262039326,0.100856012567739,51,46,70,36,46,"not relevant","all","all","all"
"10.1145/3313831.3376656","between",0.351603271886951,0.351603271886951,0.150831954163505,0.158125661634559,2,51,51,51,51,"not relevant","all","all","all"
"10.1145/3313831.3376656","within",0.320232633898018,0.310337936453222,0.0911559348897347,0.113556982915167,6,51,51,51,51,"not relevant","all","all","all"
"10.1145/3313831.3376661","within",0.310764826240032,0.379913112922795,0.154176938029382,0.154313884772628,13,17,17,15,17,"not relevant","all","all","all"
"10.1145/3313831.3376662","between",0.159230769230769,0.14,0.0521953922713392,0.044478,13,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376672","within",0.55501239186252,0.63,0.206086716335117,0.133434,18,14.5,58,14,14.5,"not relevant","all","all","all"
"10.1145/3313831.3376675","between",0.406923076923077,0.41,0.0944620395877462,0.0741300000000001,13,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376682","within",0.423214285714286,0.4,0.0879837346680485,0.126021,28,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376695","within",0.584091991834491,0.565685424949238,0.0570510088624602,0.0402806767239792,3,30,30,30,30,"not relevant","all","all","all"
"10.1145/3313831.3376697","between",0.422402324629896,0.328629768420042,0.255802726457349,0.12406514539452,4,321,321,321,321,"not relevant","all","all","all"
"10.1145/3313831.3376707","within",0.664674130362833,0.771966864708707,0.185836467170045,0,3,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376709","between",0.331818476180924,0.346410161513775,0.157704228165297,0.0688077054603228,5,22,22,22,22,"not relevant","all","all","all"
"10.1145/3313831.3376711","within",0.516907597168705,0.364000575527466,0.415702607858241,0.33404786919835,22,30,30,30,30,"not relevant","all","all","all"
"10.1145/3313831.3376715","within",0.373660094940567,0.325320962879408,0.13758919141033,0.0669828202573793,9,14,14,14,14,"not relevant","all","all","all"
"10.1145/3313831.3376720","between",0.39,0.39,0.12675435561221,0.140847,4,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376724","within",0.393941237753401,0.399214903694662,0.162652667421234,0.0882354747730264,10,35,35,35,35,"not relevant","all","all","all"
"10.1145/3313831.3376725","within",0.99398036453902,0.99247166206396,0.00201848059638065,0,4,14,16,12,14,"not relevant","all","all","all"
"10.1145/3313831.3376734","between",0.677,0.677,NA,0,1,174,174,174,174,"not relevant","all","all","all"
"10.1145/3313831.3376735","between",0.676716059850869,0.679705818718657,0.242322508908567,0.310031857478929,17,1,14,1,1,"not relevant","all","all","all"
"10.1145/3313831.3376735","within",0.769300114828671,0.770713954719908,0.0163095060284189,0.0209679968114162,3,14,14,14,14,"not relevant","all","all","all"
"10.1145/3313831.3376740","between",0.97,0.97,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376746","within",0.420821385429422,0.390352535633572,0.240449089413483,0.293966475000425,7,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376754","between",0.258360558678385,0.228630081100258,0.155652830716024,0.139974919106154,26,146,146,146,146,"not relevant","all","all","all"
"10.1145/3313831.3376755","between",0.22,0.22,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376757","within",0.378469740746012,0.336748733436724,0.26588186488562,0.196379046596514,7,53,97,44,53,"not relevant","all","all","all"
"10.1145/3313831.3376766","between",0.307536100066901,0.223506061275608,0.357325675210719,0.331370086447216,18,17,17,17,17,"not relevant","all","all","all"
"10.1145/3313831.3376766","within",0.921690090542948,0.966368991926304,0.28017650551514,0.320808828784028,8,17,17,17,17,"not relevant","all","all","all"
"10.1145/3313831.3376769","between",0.6336,0.6336,0.0144,0.02134944,3,49,49,49,49,"not relevant","all","all","all"
"10.1145/3313831.3376769","within",0.525059095417832,0.445926770817257,0.34680692976567,0.25886123015484,5,49,49,49,49,"not relevant","all","all","all"
"10.1145/3313831.3376772","within",0.199946884335123,0.199946884335123,0.164445999918983,0.172398035181311,2,12,12,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376775","between",0.294493202511458,0.242899156029822,0.126113194903073,0.103328435999652,31,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376776","between",0.284293628272338,0.358,0.156197629257375,0.0474432,3,72,72,72,72,"not relevant","all","all","all"
"10.1145/3313831.3376776","within",0.289970435441199,0.272029410174709,0.08588201124253,0.0853285289246933,3,72,72,72,72,"not relevant","all","all","all"
"10.1145/3313831.3376778","between",0.556393755745318,0.538436409859042,0.106648045974268,0.102884780705594,12,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376778","within",0.634023457309679,0.642650760522385,0.158692464149778,0.243311437045512,7,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376788","between",0.15948,0.1044,0.141175703292033,0.039496464,4,30,30,30,30,"not relevant","all","all","all"
"10.1145/3313831.3376788","within",0.33166247903554,0.33166247903554,NA,0,1,30,30,30,30,"not relevant","all","all","all"
"10.1145/3313831.3376789","between",0.411681452579433,0.411681452579433,0.420089969347333,0.440404055741931,2,352.5,1090,1090,1090,"not relevant","all","all","all"
"10.1145/3313831.3376791","between",0.467362068662501,0.334211548345004,0.376851684248704,0.349598694248919,15,36,36,36,36,"not relevant","all","all","all"
"10.1145/3313831.3376793","within",0.436991212215196,0.44,0.0656934912774566,0.0663323400882062,8,341,341,341,341,"not relevant","all","all","all"
"10.1145/3313831.3376796","between",0.464303628011689,0.464303628011689,0.181229914832974,0.189993561708243,2,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376801","between",0.532177106605219,0.532177106605219,0.0597917587180224,0.0626830797228299,2,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376801","within",0.399798356391318,0.451104255559201,0.246365740583942,0.254785641681789,20,24,24,24,24,"not relevant","all","all","all"
"10.1145/3313831.3376803","within",0.328823529411765,0.34,0.139413160826963,0.133434,17,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376808","between",0.126369723156669,0.126369723156669,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3313831.3376808","within",0.369346771494781,0.36,0.230391432058649,0.340998,9,12,20,12,12,"not relevant","all","all","all"
"10.1145/3313831.3376815","between",0.640544610173506,0.640544610173506,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376816","within",0.50526051940771,0.482700735445887,0.11306187810503,0.137628218547521,11,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376819","within",0.497330988026911,0.528201112952787,0.222780499427764,0.275983744488208,12,352.5,9860,9860,9860,"not relevant","all","all","all"
"10.1145/3313831.3376821","between",0.577342675579649,0.577342675579649,NA,0,1,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376821","within",0.319090909090909,0.35,0.157826141399614,0.252042,11,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376845","between",0.311986752286816,0.173205080756888,0.293671849743873,0.108533852730162,12,72.5,77,47,72.5,"not relevant","all","all","all"
"10.1145/3313831.3376845","within",0.783619600171809,0.822513493521336,0.11957450319216,0,2,50,77,23,50,"not relevant","all","all","all"
"10.1145/3313831.3376847","between",0.311605036888903,0.311605036888903,0.0283655067102885,0.0297371637266048,2,240,240,240,240,"not relevant","all","all","all"
"10.1145/3313831.3376852","between",0.240831891575846,0.240831891575846,NA,0,1,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376852","within",0.358698315909025,0.366060104354463,0.176547410202703,0.238878126603693,17,18,18,18,18,"not relevant","all","all","all"
"10.1145/3313831.3376855","within",0.397142857142857,0.39,0.136643435888551,0.118608,21,55,55,55,55,"not relevant","all","all","all"
"10.1145/3313831.3376856","between",0.523168717056919,0.387298334620742,0.286254677236069,0.0847259260908243,3,39,39,39,39,"not relevant","all","all","all"
"10.1145/3313831.3376857","within",0.240668647621249,0.240668647621249,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376860","within",0.152122831478075,0.113839878359781,0.146368540866739,0.0935231043130443,19,352.5,1588,549,1588,"not relevant","all","all","all"
"10.1145/3313831.3376861","between",0.612580969260866,0.678232998312527,0.225678300073962,0.243712722072975,5,28,28,28,28,"not relevant","all","all","all"
"10.1145/3313831.3376861","within",0.610651634742436,0.592447057321559,0.249676637509824,0.319562250793137,10,28,28,28,28,"not relevant","all","all","all"
"10.1145/3313831.3376868","within",0.329135746986348,0.367133233582919,0.214574755871757,0.313805057493803,9,10,15,10,10,"not relevant","all","all","all"
"10.1145/3313831.3376870","within",0.34961685810612,0.330865569100713,0.167231489505148,0.212149388203319,20,40,40,40,40,"not relevant","all","all","all"
"10.1145/3313831.3376876","within",0.346105801999361,0.23540636230657,0.28738526098964,0.177497415661556,20,16,16,16,16,"not relevant","all","all","all"
"10.1145/3313831.3376887","between",0.196977133492469,0.196977133492469,NA,0,1,160,160,160,160,"not relevant","all","all","all"
"10.1145/3313831.3376887","within",0.153279212027247,0.176699477130845,0.0590036783861419,0.0300636533217438,3,160,160,160,160,"not relevant","all","all","all"
"10.1145/3411764.3445045","between",0.101028289671579,0.0362506344939802,0.105997944442708,0.027368440358375,10,178,178,178,178,"not relevant","all","all","all"
"10.1145/3411764.3445046","between",0.549411392405063,0.522,0.189145073329499,0.1764294,8,39.5,40,39,39.5,"not relevant","all","all","all"
"10.1145/3411764.3445046","within",0.984625,0.99,0.0176872633754995,0.0133434,8,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445062","within",0.442837538910837,0.497365507436498,0.319249966089798,0.346703802202143,6,8,8,8,8,"not relevant","all","all","all"
"10.1145/3411764.3445064","within",0.576996659188504,0.579555495773441,0.198577794278231,0.250050306201539,4,12,12,12,12,"not relevant","all","all","all"
"10.1145/3411764.3445106","within",0.423478050825049,0.374165738677394,0.288349591206154,0.30226044190188,17,12,12,12,12,"not relevant","all","all","all"
"10.1145/3411764.3445109","within",0.192388210009195,0.2,0.0636775851552031,0.0354596962304773,11,151,151,151,151,"not relevant","all","all","all"
"10.1145/3411764.3445110","between",0.848403901411571,0.890505474435727,0.0993084718356296,0.0530436024724627,9,12,12,12,12,"not relevant","all","all","all"
"10.1145/3411764.3445110","within",0.861428571428571,0.86,0.0501426536422407,0.0741299999999999,7,12,12,12,12,"not relevant","all","all","all"
"10.1145/3411764.3445115","within",0.553684803764375,0.520575717343438,0.14430646511543,0.0958078278503004,20,20,20,20,20,"not relevant","all","all","all"
"10.1145/3411764.3445117","within",0.748331477354788,0.748331477354788,NA,0,1,100,100,100,100,"not relevant","all","all","all"
"10.1145/3411764.3445129","within",0.107224085366502,0.0886829921788906,0.065174561773525,0.0656201618687865,16,241.25,65903,97,6465.5,"not relevant","all","all","all"
"10.1145/3411764.3445147","between",0.860232526704263,0.860232526704263,NA,0,1,18,18,18,18,"not relevant","all","all","all"
"10.1145/3411764.3445157","between",0.38650139862411,0.357768146772734,0.0616141114933791,0.0477489485255588,10,106,106,106,106,"not relevant","all","all","all"
"10.1145/3411764.3445157","within",0.687022561492707,0.687022561492707,NA,0,1,106,106,106,106,"not relevant","all","all","all"
"10.1145/3411764.3445160","within",0.324680767414447,0.261709356608678,0.224599841469299,0.212586694379556,106,24,24,24,24,"not relevant","all","all","all"
"10.1145/3411764.3445164","between",0.183879949793934,0.175010126448309,0.070598999650894,0.0642878753419522,4,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445164","within",0.280891438103763,0.280891438103763,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445165","between",0.3485,0.3485,0.0855599205235723,0.0896973,2,16,16,16,16,"not relevant","all","all","all"
"10.1145/3411764.3445172","between",0.87,0.87,NA,0,1,24,24,24,24,"not relevant","all","all","all"
"10.1145/3411764.3445179","between",0.213333333333333,0.2,0.154029218007494,0.22239,9,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445183","between",0.295402776855501,0.340208243300849,0.0902815264893313,0.0778907163276342,9,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445190","within",0.662063288533451,0.676765451235406,0.15031632891435,0.117572738720474,16,12,12,12,12,"not relevant","all","all","all"
"10.1145/3411764.3445197","between",0.563403945266677,0.563403945266677,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445199","within",0.561875,0.55,0.184086077881006,0.22239,38,24,24,16,24,"not relevant","all","all","all"
"10.1145/3411764.3445204","within",0.0500014206401562,0.0462032107838897,0.0376994413673369,0.0382898682053043,12,94,94,94,94,"not relevant","all","all","all"
"10.1145/3411764.3445223","within",0.463757131149738,0.437035467668243,0.235359267847363,0.287826495635123,3,26,26,26,26,"not relevant","all","all","all"
"10.1145/3411764.3445233","between",0.843400508203148,0.801249024960405,0.0736609506680631,0.00649401400004789,6,14,55,14,14,"not relevant","all","all","all"
"10.1145/3411764.3445234","within",0.940182727728418,0.940182727728418,0,0,2,143,143,143,143,"not relevant","all","all","all"
"10.1145/3411764.3445245","between",0.896002722917437,0.974679434480896,0.230796517688186,0.0226393897406698,11,43,43,43,43,"not relevant","all","all","all"
"10.1145/3411764.3445246","between",0.37410594784347,0.416061074738623,0.21740302734936,0.125188410771421,24,40,40,40,40,"not relevant","all","all","all"
"10.1145/3411764.3445247","between",0.122013343449259,0.106065755284965,0.112492978177201,0.123327559352789,18,175,175,175,175,"not relevant","all","all","all"
"10.1145/3411764.3445258","between",0.252401594024112,0.253529510097777,0.0482631271416566,0.0526035550551174,4,352.5,437,437,437,"not relevant","all","all","all"
"10.1145/3411764.3445258","within",0.162596936609759,0.138679597428983,0.0865392283866327,0.0834754707353896,10,352.5,437,437,437,"not relevant","all","all","all"
