"","doi","topics","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","year","testnames_unified","is_rm","of_interest","effectsize_measure_unified","specifiers","to_manipulate","N_found","test_p_value_found","effectsize_measure_found","effectsize_value_found","CI_upper_found","CI_lower_found","CI_type_found","is_valid","converted_r_es","manual_is_found_es","N_found_manual","N_num"
"6483","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",5,"multiple linear regression","66","0.008","",1,"f^2",0.189,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.39869425229422,NA,NA,66
"6484","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",6,"multiple linear regression","66","0.048","",1,"f^2",0.106,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.309581763017085,NA,NA,66
"6485","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",7,"multiple linear regression","66","<0.001","",1,"f^2",0.319,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.491782356614675,NA,NA,66
"6486","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",8,"multiple linear regression","66","0.023","",1,"f^2",0.143,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.353708017056207,NA,NA,66
"6487","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",9,"multiple linear regression","66","0.017","",1,"f^2",0.156,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3673528234352,NA,NA,66
"6488","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",10,"multiple linear regression","66","0.011","",1,"f^2",0.176,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.386858971649331,NA,NA,66
"6489","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",11,"multiple linear regression","66","0.020","",1,"f^2",0.148,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.359054119356926,NA,NA,66
"6490","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",12,"multiple linear regression","66","0.017","",1,"f^2",0.155,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.366331999966061,NA,NA,66
"6491","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",13,"multiple linear regression","66","0.210","",1,"f^2",0.037,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.188891094837145,NA,NA,66
"6492","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",14,"multiple linear regression","66","0.275","",1,"f^2",0.024,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.153093108923949,NA,NA,66
"6493","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",15,"multiple linear regression","66","0.003","",1,"f^2",0.236,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.43696511454218,NA,NA,66
"6494","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",16,"multiple linear regression","66","0.002","",1,"f^2",0.255,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.450762965421979,NA,NA,66
"6495","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",17,"multiple linear regression","66","0.001","",1,"f^2",0.289,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.47350270319205,NA,NA,66
"6496","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",18,"multiple linear regression","66","<0.001","",1,"f^2",0.387,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.52822293255254,NA,NA,66
"6497","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",19,"multiple linear regression","66","0.032","",1,"f^2",0.126,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.33451537013967,NA,NA,66
"6498","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",20,"multiple linear regression","66","0.181","",1,"f^2",0.044,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.205293920683813,NA,NA,66
"6499","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",21,"multiple linear regression","66","0.227","",1,"f^2",0.033,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.178733849519843,NA,NA,66
"6500","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",22,"multiple linear regression","66","0.180","",1,"f^2",0.045,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.207514339159822,NA,NA,66
"6501","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",23,"multiple linear regression","66","0.079","",1,"f^2",0.083,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.27683743575543,NA,NA,66
"6502","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",24,"multiple linear regression","66","0.074","",1,"f^2",0.087,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.282907756217568,NA,NA,66
"6503","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",25,"multiple linear regression","66","0.315","",1,"f^2",0.016,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.125491161027632,NA,NA,66
"6504","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",26,"multiple linear regression","66","0.017","",1,"f^2",0.156,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3673528234352,NA,NA,66
"6505","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",27,"multiple linear regression","66","0.178","",1,"f^2",0.045,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.207514339159822,NA,NA,66
"6506","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",28,"multiple linear regression","66","0.006","",1,"f^2",0.205,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.412461490721014,NA,NA,66
"6507","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",29,"multiple linear regression","66","0.301","",1,"f^2",0.018,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.132972662153381,NA,NA,66
"6508","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",30,"multiple linear regression","66","0.286","",1,"f^2",0.021,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.143415726191722,NA,NA,66
"6509","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",31,"multiple linear regression","66","0.001","",1,"f^2",0.284,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.470301818647401,NA,NA,66
"6510","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",32,"multiple linear regression","66","0.010","",1,"f^2",0.179,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.389645453334817,NA,NA,66
"6511","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",33,"multiple linear regression","66","0.199","",1,"f^2",0.04,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.196116135138184,NA,NA,66
"6512","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",34,"multiple linear regression","66","0.161","",1,"f^2",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.218217890235992,NA,NA,66
"6513","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",35,"multiple linear regression","66","0.049","",1,"f^2",0.106,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.309581763017085,NA,NA,66
"6514","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",36,"multiple linear regression","66","0.026","",1,"f^2",0.135,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.344880749357706,NA,NA,66
"6515","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",37,"multiple linear regression","66","0.144","",1,"f^2",0.055,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.228325866738311,NA,NA,66
"6516","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",57,"multiple linear regression","66","0.007","",1,"f^2",0.193,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.40221515721153,NA,NA,66
"6517","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",58,"multiple linear regression","66","0.005","",1,"f^2",0.208,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.414952323121074,NA,NA,66
"6518","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",59,"multiple linear regression","66","0.175","",1,"f^2",0.046,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.209707070575436,NA,NA,66
"6519","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",60,"multiple linear regression","66","0.008","",1,"f^2",0.188,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.39780542762657,NA,NA,66
"6520","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",61,"multiple linear regression","66","0.167","",1,"f^2",0.048,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.214012912501926,NA,NA,66
"6521","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",62,"multiple linear regression","66","0.004","",1,"f^2",0.22,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.424650290065201,NA,NA,66
"6522","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",63,"multiple linear regression","66","0.004","",1,"f^2",0.225,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.428571428571429,NA,NA,66
"6523","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",64,"multiple linear regression","66","0.031","",1,"f^2",0.129,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.338024270489876,NA,NA,66
"6524","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",65,"multiple linear regression","66","0.005","",1,"f^2",0.211,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.417416061569056,NA,NA,66
"6525","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",66,"multiple linear regression","66","0.019","",1,"f^2",0.149,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.360108290452907,NA,NA,66
"6526","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",67,"multiple linear regression","66","0.233","",1,"f^2",0.032,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.176090181265125,NA,NA,66
"6527","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",68,"multiple linear regression","66","0.195","",1,"f^2",0.041,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.198457064707157,NA,NA,66
"6528","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",69,"multiple linear regression","66","0.076","",1,"f^2",0.086,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.281406622033835,NA,NA,66
"6529","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",70,"multiple linear regression","66","0.010","",1,"f^2",0.181,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.391484289845195,NA,NA,66
"6530","10.1145/3544548.3581004","hci design and evaluation methods;human-centered computing;virtual reality;mixed / augmented reality;interaction techniques;interaction design theory, concepts and paradigms;interaction design",71,"multiple linear regression","66","0.022","",1,"f^2",0.143,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"linear regression","not_RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.353708017056207,NA,NA,66
"6531","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",1,"linear mixed effect model on motion sickness (fms)","30","UNKNOWN","",1,"f^2",0.84,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.675663924692176,NA,NA,30
"6532","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",1,"linear mixed effect model on motion sickness (fms)","30","UNKNOWN","",2,"f^2",0.03,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.170664037196572,NA,NA,30
"6533","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",1,"linear mixed effect model on motion sickness (fms)","30","< .001","Motion type",1,"f^2",0.84,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.675663924692176,NA,NA,30
"6534","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",1,"linear mixed effect model on motion sickness (fms)","30",".029","Cognitive demand",1,"f^2",0.03,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.170664037196572,NA,NA,30
"6535","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",3,"linear mixed effect model on ssq scores","30","UNKNOWN","",1,"f^2",0.12,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.327326835353989,NA,NA,30
"6536","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",3,"linear mixed effect model on ssq scores","30","UNKNOWN","",2,"f^2",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.218217890235992,NA,NA,30
"6537","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",3,"linear mixed effect model on ssq scores","30","< .001","Motion type",1,"f^2",0.12,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.327326835353989,NA,NA,30
"6538","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",3,"linear mixed effect model on ssq scores","30",".002","Cognitive demand",1,"f^2",0.05,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.218217890235992,NA,NA,30
"6539","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30","UNKNOWN","",1,"f^2",0.81,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.66896473162245,NA,NA,30
"6540","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30","UNKNOWN","",2,"f^2",0.46,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.561309623247887,NA,NA,30
"6541","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30","UNKNOWN","",3,"f^2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.381181249931244,NA,NA,30
"6542","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30",".004","Condition",1,"f^2",0.81,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.66896473162245,NA,NA,30
"6543","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30","< .001","Time",1,"f^2",0.46,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.561309623247887,NA,NA,30
"6544","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",5,"linear mixed effect model on motion sickness over time","30","< .001","Interaction",1,"f^2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.381181249931244,NA,NA,30
"6545","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",6,"linear mixed effect model on nasa-tlx scores","30","UNKNOWN","",1,"f^2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.381181249931244,NA,NA,30
"6546","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",6,"linear mixed effect model on nasa-tlx scores","30","UNKNOWN","",2,"f^2",1.86,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.806442589617916,NA,NA,30
