"","doi","topics","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","year","testnames_unified","is_rm","of_interest","effectsize_measure_unified","specifiers","to_manipulate","N_found","test_p_value_found","effectsize_measure_found","effectsize_value_found","CI_upper_found","CI_lower_found","CI_type_found","is_valid","converted_r_es","manual_is_found_es","N_found_manual","N_num"
"1908","10.1145/3313831.3376417","human computer interaction (hci);human-centered computing;user studies",44,"wilcoxon signed rank test","18","< 0.0001","",2,"r",0.69,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"wilcoxon matched-pairs test","RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.69,NA,NA,18
"1909","10.1145/3313831.3376815","human computer interaction (hci);human-centered computing",5,"pearson correlation","UNKNOWN","UNKNOWN","",1,"ρ",0.61,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.640544610173506,NA,NA,NA
"1910","10.1145/3313831.3376298","usability in security and privacy;security and privacy;human and societal aspects of security and privacy;web-based interaction;human-centered computing",2,"pearson correlation between sebis score and url identification rate","94","0.056","",1,"Pearson's r",0.19,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"pearson correlation","not_RM","yes","pearsons_r","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.19,NA,NA,94
"1911","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",1,"repeated measures anova (immediate cued recall)","12","< 0.001","Annotation Mode",1,"η²",0.223,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.472228758124704,NA,NA,12
"1912","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",1,"repeated measures anova (immediate cued recall)","12","< 0.001","Annotation Mode x Presentation Sequence",1,"η²",0.061,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.246981780704569,NA,NA,12
"1913","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",2,"repeated measures anova (7-day delayed cued recall)","12","< 0.001","Annotation Mode",1,"η²",0.271,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.520576603392815,NA,NA,12
"1914","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",3,"repeated measures anova (immediate free recall)","12","0.004","Annotation Mode",1,"η²",0.089,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.298328677803526,NA,NA,12
"1915","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",3,"repeated measures anova (immediate free recall)","12","0.033","Vibrotactile Feedback Mode",1,"η²",0.027,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.16431676725155,NA,NA,12
"1916","10.1145/3313831.3376272","touch screens;human-centered computing;empirical studies in hci",4,"repeated measures anova (7-day delayed free recall)","12","< 0.001","Annotation Mode",1,"η²",0.225,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"repeated measures anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.474341649025257,NA,NA,12
"1917","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",1,"pearson's correlation","146","0.001","CPSES",1,"ρ",0.528,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.556821948455343,"TRUE",NA,146
"1918","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",2,"pearson's correlation","146","< 0.001","CPSES",1,"ρ",0.627,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.657759060043013,"TRUE",NA,146
"1919","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",3,"pearson's correlation","146","0.191","SA-6",1,"ρ",0.249,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.265214392273511,"TRUE",NA,146
"1920","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",4,"pearson's correlation","146","0.111","SA-6",1,"ρ",0.3,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.319126308682071,NA,NA,146
"1921","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",5,"pearson's correlation","146","0.622","SeBIS1",1,"ρ",0.077,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.082224615851751,"TRUE",NA,146
"1922","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",6,"pearson's correlation","146","0.298","SeBIS1",1,"ρ",0.202,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.215362527979481,"TRUE",NA,146
"1923","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",7,"pearson's correlation","146","0.053","SeBIS2",1,"ρ",0.37,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.392744811712851,"TRUE",NA,146
"1924","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",8,"pearson's correlation","146","0.337","SeBIS2",1,"ρ",0.176,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.187726937008596,NA,NA,146
"1925","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",9,"pearson's correlation","146","0.096","SeBIS3",1,"ρ",0.308,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.327563411578606,"TRUE",NA,146
"1926","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",10,"pearson's correlation","146","0.224","SeBIS3",1,"ρ",0.227,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.241897634221034,"TRUE",NA,146
"1927","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",11,"pearson's correlation","146","0.412","SeBIS4",1,"ρ",0.145,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.154731768969696,"TRUE",NA,146
"1928","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",12,"pearson's correlation","146","0.470","SeBIS4",1,"ρ",0.122,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.130224656753386,"TRUE",NA,146
"1929","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",13,"pearson's correlation","146","0.067","GES",1,"ρ",0.363,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.385405074207607,"TRUE",NA,146
"1930","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",14,"pearson's correlation","146","0.063","GES",1,"ρ",0.375,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.397984256912902,"TRUE",NA,146
"1931","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",15,"pearson's correlation","146","0.007","NFC",1,"ρ",0.464,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.490756418490343,"TRUE",NA,146
"1932","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",16,"pearson's correlation","146","0.337","NFC",1,"ρ",0.183,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.195170924168159,NA,NA,146
"1933","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",17,"pearson's correlation","146","0.928","GDMS1",1,"ρ",0.013,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0138857323019461,"TRUE",NA,146
"1934","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",18,"pearson's correlation","146","0.450","GDMS1",1,"ρ",0.129,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.137685506001749,"TRUE",NA,146
"1935","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",19,"pearson's correlation","146","0.121","GDMS2",1,"ρ",0.276,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.293781996406594,"TRUE",NA,146
"1936","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",20,"pearson's correlation","146","0.337","GDMS2",1,"ρ",0.178,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.189854052188306,"TRUE",NA,146
"1937","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",21,"pearson's correlation","146","0.403","GDMS3",1,"ρ",0.148,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.157926770356344,"TRUE",NA,146
"1938","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",22,"pearson's correlation","146","0.622","GDMS3",1,"ρ",-0.075,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0800900241485,"TRUE",NA,146
"1939","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",23,"pearson's correlation","146","0.622","GDMS4",1,"ρ",-0.075,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0800900241485,"TRUE",NA,146
"1940","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",24,"pearson's correlation","146","0.403","GDMS4",1,"ρ",0.139,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.148340628724914,"TRUE",NA,146
"1941","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",25,"pearson's correlation","146","0.121","GDMS5",1,"ρ",0.271,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.288495959059887,"TRUE",NA,146
"1942","10.1145/3313831.3376754","software security engineering;security and privacy;hci design and evaluation methods;human-centered computing",26,"pearson's correlation","146","0.096","GDMS5",1,"ρ",0.307,"UNKNOWN","UNKNOWN","95% CI",2020,"pearson correlation","not_RM","yes","spearmans_rho","",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.326509084992918,NA,NA,146
"1943","10.1145/3313831.3376789","natural language interfaces;human-centered computing",5,"ordinal logistic regression","1090","UNKNOWN","",1,"Odds Ratio",0.12,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"ordinal logistic regression","not_RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.708729918613381,NA,NA,1090
"1944","10.1145/3313831.3376789","natural language interfaces;human-centered computing",6,"ordinal logistic regression","1090","UNKNOWN","",1,"Odds Ratio",0.73,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"ordinal logistic regression","not_RM","yes","odds_ratio","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.114632986545485,NA,NA,1090
"1945","10.1145/3313831.3376454","human computer interaction (hci);human-centered computing;user studies",1,"two-sided t-test (willingness to pay, matching text)","861","< 0.001","",1,"Cohen's d",0.57,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.348089194140177,NA,NA,861
"1946","10.1145/3313831.3376454","human computer interaction (hci);human-centered computing;user studies",2,"two-sided t-test (willingness to pay, extra text)","836","< 0.001","",1,"Cohen's d",0.36,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.224984307860387,NA,NA,836
"1947","10.1145/3313831.3376454","human computer interaction (hci);human-centered computing;user studies",3,"two-sided t-test (probability of superiority, matching text)","892","< 0.001","",1,"Cohen's d",1.29,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.688379573883077,NA,NA,892
"1948","10.1145/3313831.3376454","human computer interaction (hci);human-centered computing;user studies",4,"two-sided t-test (probability of superiority, extra text)","836","< 0.001","",1,"Cohen's d",0.4,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.249067491625494,NA,NA,836
"1949","10.1145/3313831.3376695","empirical studies in hci;human-centered computing",1,"mixed anova","30","< .01","Confidence in providing IS",1,"η²",0.29,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"mixed anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.53851648071345,NA,NA,30
"1950","10.1145/3313831.3376695","empirical studies in hci;human-centered computing",1,"mixed anova","30","< .01","Confidence in providing ES",1,"η²",0.32,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"mixed anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.565685424949238,NA,NA,30
"1951","10.1145/3313831.3376695","empirical studies in hci;human-centered computing",1,"mixed anova","30","< .01","Satisfaction with comments",1,"η²",0.42,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"mixed anova","RM","yes","eta_squared","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.648074069840786,NA,NA,30
"1952","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",1,"welch's t-test","1588","< 0.01","",1,"Cohen's d",0.24,"0.35","0.05","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.151314430185407,NA,NA,1588
"1953","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",2,"welch's t-test","1588","< 0.01","",1,"Cohen's d",0.39,"-0.17","-0.47","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.243071715282262,NA,NA,1588
"1954","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",3,"welch's t-test","1588","< 0.01","",1,"Cohen's d",0.4,"-0.15","-0.38","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.249067491625494,NA,NA,1588
"1955","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",4,"welch's t-test","1588","< 0.01","",1,"Cohen's d",0.41,"0.39","0.15","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.255045997673832,NA,NA,1588
"1956","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",5,"welch's t-test","1588","0.17","",1,"Cohen's d",0.12,"0.04","-0.25","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.0760632092244923,NA,NA,1588
"1957","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",6,"welch's t-test","1588","0.92","",1,"Cohen's d",0.01,"0.15","-0.14","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.00634992062648825,NA,NA,1588
"1958","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",7,"welch's t-test","1588","0.77","",1,"Cohen's d",0.03,"0.12","-0.09","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.0190478572365845,NA,NA,1588
"1959","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",8,"welch's t-test","1588","0.04","",1,"Cohen's d",0.18,"0.22","0.004","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.113839878359781,NA,NA,1588
"1960","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",9,"welch's t-test","549","< 0.01","",1,"Cohen's d",1.07,"-0.77","-0.96","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.599099600077515,NA,NA,549
"1961","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",10,"welch's t-test","1588","< 0.01","",1,"Cohen's d",0.64,"-0.45","-0.62","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.387065173421805,NA,NA,1588
"1962","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",12,"least square means (lsmeans) test","1588","0.03","",1,"Cohen's d",0.16,"-0.01","-0.26","95% CI",2020,"","unclear test","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.10127643229927,NA,NA,1588
"1963","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",13,"least square means (lsmeans) test","1588","0.82","",1,"Cohen's d",0.01,"0.09","-0.11","95% CI",2020,"","unclear test","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.00634992062648825,NA,NA,1588
"1964","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",14,"welch's t-test","1588","0.07","",1,"Cohen's d",0.22,"0.02","-0.39","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.13886240852418,NA,NA,1588
"1965","10.1145/3313831.3376860","user studies;human-centered computing;empirical studies in hci",15,"welch's t-test","1588","0.2","",1,"Cohen's d",0.17,"0.08","-0.37","95% CI",2020,"t-test","unclear","yes","cohens_d","",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.107562131128561,NA,NA,1588
